warning_id,sku,check_type,code_id,message,class,rationale,action,sheet,source,severity
W0019,dock,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JUSB2 [USB_C],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/dock/erc.json,warning
W0020,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 29.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0021,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 31.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0022,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on B.Cu, length 29.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0023,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on B.Cu, length 31.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0024,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 29.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0025,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 31.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0026,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 29.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0027,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 31.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0028,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 29.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0029,dock,DRC,track_dangling,"Track has unconnected end :: Track [<no net>] on F.Cu, length 31.0000 mm",FIXABLE_DIGITALLY,No-net copper segment (net 0) leftover from envelope sketches. Handheld already closed this class; other SKUs still have it. Not an NDA net.,Delete (segment ...) with (net 0) from the PCB.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0030,dock,DRC,lib_footprint_mismatch,Footprint 'MountingHole_3.2mm' does not match copy in library 'gunnchos_production' :: Footprint H1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0031,dock,DRC,lib_footprint_mismatch,Footprint 'MountingHole_3.2mm' does not match copy in library 'gunnchos_production' :: Footprint H2,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0032,dock,DRC,lib_footprint_mismatch,Footprint 'MountingHole_3.2mm' does not match copy in library 'gunnchos_production' :: Footprint H3,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0033,dock,DRC,lib_footprint_mismatch,Footprint 'MountingHole_3.2mm' does not match copy in library 'gunnchos_production' :: Footprint H4,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0034,dock,DRC,lib_footprint_mismatch,Footprint 'Fiducial_1mm' does not match copy in library 'gunnchos_production' :: Footprint FID1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0035,dock,DRC,lib_footprint_mismatch,Footprint 'Fiducial_1mm' does not match copy in library 'gunnchos_production' :: Footprint FID2,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0036,dock,DRC,lib_footprint_mismatch,Footprint 'Fiducial_1mm' does not match copy in library 'gunnchos_production' :: Footprint FID3,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0037,dock,DRC,lib_footprint_mismatch,Footprint 'USB_C_Receptacle_Production' does not match copy in library 'gunnchos_production' :: Footprint JUSB1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0038,dock,DRC,lib_footprint_mismatch,Footprint 'VQFN-48-1EP_7x7mm_P0.5mm' does not match copy in library 'gunnchos_production' :: Footprint UPD1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0039,dock,DRC,lib_footprint_mismatch,Footprint 'WQFN-29-1EP_4x4mm_P0.4mm' does not match copy in library 'gunnchos_production' :: Footprint UCHG1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0040,dock,DRC,lib_footprint_mismatch,Footprint 'QFN-16-1EP_3x3mm_P0.5mm' does not match copy in library 'gunnchos_production' :: Footprint U3V3,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0041,dock,DRC,lib_footprint_mismatch,Footprint 'C_0402' does not match copy in library 'gunnchos_production' :: Footprint C1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0042,dock,DRC,lib_footprint_mismatch,Footprint 'C_0402' does not match copy in library 'gunnchos_production' :: Footprint C2,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0043,dock,DRC,lib_footprint_mismatch,Footprint 'R_0402' does not match copy in library 'gunnchos_production' :: Footprint R1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0044,dock,DRC,lib_footprint_mismatch,Footprint 'R_0402' does not match copy in library 'gunnchos_production' :: Footprint R2,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0045,dock,DRC,lib_footprint_mismatch,Footprint 'LED_0603' does not match copy in library 'gunnchos_production' :: Footprint D1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0046,dock,DRC,lib_footprint_mismatch,Footprint 'DFN1006-2' does not match copy in library 'gunnchos_production' :: Footprint DESD1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0047,dock,DRC,lib_footprint_mismatch,Footprint 'JHL8440_ROLE_envelope' does not match copy in library 'gunnchos_production' :: Footprint UUSB4,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0048,dock,DRC,lib_footprint_mismatch,Footprint 'JHL9040R_ROLE_envelope' does not match copy in library 'gunnchos_production' :: Footprint URET1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0049,dock,DRC,lib_footprint_mismatch,Footprint 'QFN-48-1EP_6x6mm_P0.4mm' does not match copy in library 'gunnchos_production' :: Footprint UETH1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
W0050,dock,DRC,lib_footprint_mismatch,Footprint 'QFN-48-1EP_7x7mm_P0.5mm' does not match copy in library 'gunnchos_production' :: Footprint UHUB1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/dock/drc.json,warning
